,site_id,site_name,site_category,year,season,expected_months_in_season,observed_rows_in_season,missing_rows_in_season,min_valid_months_required,NIRv_n_valid_months,NIRv,EVI_n_valid_months,EVI,NDVI_n_valid_months,NDVI
0,degraded_1,degraded_1,degraded,2014,dry,4,3,1,3,0,,0,,0,
1,degraded_1,degraded_1,degraded,2014,wet,3,3,0,2,1,,1,,1,
2,degraded_1,degraded_1,degraded,2015,dry,4,3,1,3,0,,0,,0,
3,degraded_1,degraded_1,degraded,2015,wet,3,1,2,2,1,,1,,1,
4,degraded_1,degraded_1,degraded,2016,dry,4,4,0,3,2,,2,,2,
5,degraded_1,degraded_1,degraded,2016,wet,3,3,0,2,1,,1,,1,
6,degraded_1,degraded_1,degraded,2017,dry,4,4,0,3,2,,2,,2,
7,degraded_1,degraded_1,degraded,2017,wet,3,3,0,2,1,,1,,1,
8,degraded_1,degraded_1,degraded,2018,dry,4,4,0,3,2,,2,,2,
9,degraded_1,degraded_1,degraded,2018,wet,3,3,0,2,2,1.4119175200628754e-05,2,4.559993739485484e-05,2,0.5103552409241079
10,degraded_1,degraded_1,degraded,2019,dry,4,4,0,3,2,,2,,2,
11,degraded_1,degraded_1,degraded,2019,wet,3,3,0,2,2,2.0292579637303346e-05,2,6.200931851788204e-05,2,0.6195118297771351
12,degraded_1,degraded_1,degraded,2020,dry,4,4,0,3,3,1.830903422649583e-05,3,5.655792990635171e-05,3,0.6056364173875011
13,degraded_1,degraded_1,degraded,2020,wet,3,3,0,2,3,1.7718222092060338e-05,3,5.384834564307395e-05,3,0.6082423502813178
14,degraded_1,degraded_1,degraded,2021,dry,4,4,0,3,4,1.7482451227716544e-05,4,5.454826117842656e-05,4,0.5729636986864901
15,degraded_1,degraded_1,degraded,2021,wet,3,3,0,2,3,1.6643454923691287e-05,3,5.294198429014459e-05,3,0.5454511553222793
16,degraded_1,degraded_1,degraded,2022,dry,4,4,0,3,3,2.5300558664582767e-05,3,7.324566282315248e-05,3,0.7053898134408704
17,degraded_1,degraded_1,degraded,2022,wet,3,3,0,2,3,1.4321943436423323e-05,3,4.758810686872529e-05,3,0.4758804526668487
18,degraded_1,degraded_1,degraded,2023,dry,4,4,0,3,1,,1,,1,
19,degraded_1,degraded_1,degraded,2023,wet,3,3,0,2,3,2.019672813228028e-05,3,6.093678645521475e-05,3,0.6132074006143075
20,degraded_1,degraded_1,degraded,2024,dry,4,4,0,3,2,,2,,2,
21,degraded_1,degraded_1,degraded,2024,wet,3,3,0,2,3,2.25543927966178e-05,3,6.598518285873797e-05,3,0.6845637674254167
22,degraded_1,degraded_1,degraded,2025,dry,4,4,0,3,2,,2,,2,
23,degraded_1,degraded_1,degraded,2025,wet,3,3,0,2,3,2.0256491810539993e-05,3,6.0206307619544433e-05,3,0.6602937329124311
24,degraded_2,degraded_2,degraded,2014,dry,4,3,1,3,0,,0,,0,
25,degraded_2,degraded_2,degraded,2014,wet,3,3,0,2,2,1.917555654349806e-05,2,5.787093334676305e-05,2,0.6330588081141438
26,degraded_2,degraded_2,degraded,2015,dry,4,3,1,3,1,,1,,1,
27,degraded_2,degraded_2,degraded,2015,wet,3,1,2,2,0,,0,,0,
28,degraded_2,degraded_2,degraded,2016,dry,4,4,0,3,4,1.8155186638321204e-05,4,5.492708352999523e-05,4,0.6352619272774361
29,degraded_2,degraded_2,degraded,2016,wet,3,3,0,2,2,1.630432022256012e-05,2,4.974385326705134e-05,2,0.5931041825614902
30,degraded_2,degraded_2,degraded,2017,dry,4,4,0,3,4,2.1619124331834363e-05,4,6.459661967433758e-05,4,0.6616001681160188
31,degraded_2,degraded_2,degraded,2017,wet,3,3,0,2,1,,1,,1,
32,degraded_2,degraded_2,degraded,2018,dry,4,4,0,3,3,2.105973064898102e-05,3,6.143989903289963e-05,3,0.7068816660829818
33,degraded_2,degraded_2,degraded,2018,wet,3,3,0,2,3,1.75857970663388e-05,3,5.278208528835272e-05,3,0.6333470376543354
34,degraded_2,degraded_2,degraded,2019,dry,4,4,0,3,3,2.2493320942246208e-05,3,6.5368273392717e-05,3,0.7144501113546321
35,degraded_2,degraded_2,degraded,2019,wet,3,3,0,2,2,1.361569395393785e-05,2,4.411775288027589e-05,2,0.5041781894058635
36,degraded_2,degraded_2,degraded,2020,dry,4,4,0,3,4,1.8168677314245315e-05,4,5.477368410549233e-05,4,0.6462121035235033
37,degraded_2,degraded_2,degraded,2020,wet,3,3,0,2,3,2.15827537186932e-05,3,6.137544763896702e-05,3,0.7405274936268581
38,degraded_2,degraded_2,degraded,2021,dry,4,4,0,3,4,1.4568197119913837e-05,4,4.7733226861184866e-05,4,0.49452310489859597
39,degraded_2,degraded_2,degraded,2021,wet,3,3,0,2,3,1.3272355534483862e-05,3,4.349805619202131e-05,3,0.49164408600192155
40,degraded_2,degraded_2,degraded,2022,dry,4,4,0,3,4,1.3666173024883625e-05,4,4.519345939376692e-05,4,0.4717664616965702
41,degraded_2,degraded_2,degraded,2022,wet,3,3,0,2,3,1.1274945396220389e-05,3,3.951560161390017e-05,3,0.3911294091292179
42,degraded_2,degraded_2,degraded,2023,dry,4,4,0,3,3,1.8457524431742735e-05,3,5.7507847094586144e-05,3,0.5886273472525297
43,degraded_2,degraded_2,degraded,2023,wet,3,3,0,2,3,1.738127612146433e-05,3,5.371731755375343e-05,3,0.585250455003539
44,degraded_2,degraded_2,degraded,2024,dry,4,4,0,3,4,2.0868106045427926e-05,4,6.311660658723558e-05,4,0.6406537442108109
45,degraded_2,degraded_2,degraded,2024,wet,3,3,0,2,3,1.816784235482841e-05,3,5.578266078238993e-05,3,0.6040494751822898
46,degraded_2,degraded_2,degraded,2025,dry,4,4,0,3,3,1.889378138472402e-05,3,5.7387913636133645e-05,3,0.6352260245685634
47,degraded_2,degraded_2,degraded,2025,wet,3,3,0,2,3,1.5111026468519513e-05,3,4.664132796496078e-05,3,0.5596733009856881
48,degraded_3,degraded_3,degraded,2014,dry,4,3,1,3,0,,0,,0,
49,degraded_3,degraded_3,degraded,2014,wet,3,3,0,2,1,,1,,1,
50,degraded_3,degraded_3,degraded,2015,dry,4,3,1,3,0,,0,,0,
51,degraded_3,degraded_3,degraded,2015,wet,3,1,2,2,0,,0,,0,
52,degraded_3,degraded_3,degraded,2016,dry,4,4,0,3,3,1.6679500019209215e-05,3,5.158236347797577e-05,3,0.5934204132410649
53,degraded_3,degraded_3,degraded,2016,wet,3,3,0,2,2,1.5903089635157e-05,2,5.0116744351760295e-05,2,0.5545919125092823
54,degraded_3,degraded_3,degraded,2017,dry,4,4,0,3,2,,2,,2,
55,degraded_3,degraded_3,degraded,2017,wet,3,3,0,2,2,1.1299365266959143e-05,2,3.851351028009795e-05,2,0.4491903727347364
56,degraded_3,degraded_3,degraded,2018,dry,4,4,0,3,3,1.9494838840294552e-05,3,5.8877382367175776e-05,3,0.6460637513861374
57,degraded_3,degraded_3,degraded,2018,wet,3,3,0,2,2,1.4940729249289498e-05,2,4.6475315420175335e-05,2,0.5600453104985781
58,degraded_3,degraded_3,degraded,2019,dry,4,4,0,3,2,,2,,2,
59,degraded_3,degraded_3,degraded,2019,wet,3,3,0,2,2,1.8572603353957586e-05,2,5.748743476207351e-05,2,0.5917583863020641
60,degraded_3,degraded_3,degraded,2020,dry,4,4,0,3,3,1.7261939755079062e-05,3,5.297331594269919e-05,3,0.6109673435614461
61,degraded_3,degraded_3,degraded,2020,wet,3,3,0,2,2,2.468677009070007e-05,2,7.121464563879229e-05,2,0.7248494277093231
62,degraded_3,degraded_3,degraded,2021,dry,4,4,0,3,4,1.8654661435248936e-05,4,5.6520165991977604e-05,4,0.6303878096363646
63,degraded_3,degraded_3,degraded,2021,wet,3,3,0,2,3,1.7467285047105573e-05,3,5.391092804479178e-05,3,0.600963202084658
64,degraded_3,degraded_3,degraded,2022,dry,4,4,0,3,3,2.1749735789501438e-05,3,6.480347179693008e-05,3,0.6565722586076443
65,degraded_3,degraded_3,degraded,2022,wet,3,3,0,2,3,1.7112803047898424e-05,3,5.3391201093443185e-05,3,0.5478817399418239
66,degraded_3,degraded_3,degraded,2023,dry,4,4,0,3,3,1.3928068851464751e-05,3,4.4158057133485564e-05,3,0.45229329728726925
67,degraded_3,degraded_3,degraded,2023,wet,3,3,0,2,3,1.2988854706947055e-05,3,4.118664053783832e-05,3,0.4772518662537372
68,degraded_3,degraded_3,degraded,2024,dry,4,4,0,3,3,9.413118688331244e-06,3,3.253942114742863e-05,3,0.31939256944664357
69,degraded_3,degraded_3,degraded,2024,wet,3,3,0,2,3,9.294619720622653e-06,3,3.1786628275139044e-05,3,0.3239462165756369
70,degraded_3,degraded_3,degraded,2025,dry,4,4,0,3,3,1.0750041749283347e-05,3,3.792407375915425e-05,3,0.36569106368696086
71,degraded_3,degraded_3,degraded,2025,wet,3,3,0,2,3,9.489123892998469e-06,3,3.280538864689446e-05,3,0.3181003005947057
72,ks_rehab,KS Rehab,focal,2014,dry,4,3,1,3,0,,0,,0,
73,ks_rehab,KS Rehab,focal,2014,wet,3,3,0,2,2,1.872934105052745e-05,2,5.835293704300929e-05,2,0.5907479392051498
74,ks_rehab,KS Rehab,focal,2015,dry,4,3,1,3,0,,0,,0,
75,ks_rehab,KS Rehab,focal,2015,wet,3,1,2,2,1,,1,,1,
76,ks_rehab,KS Rehab,focal,2016,dry,4,4,0,3,4,2.0947507326786356e-05,4,6.15974972218229e-05,4,0.6750794984873567
77,ks_rehab,KS Rehab,focal,2016,wet,3,3,0,2,3,2.0490739652336407e-05,3,6.138651651606168e-05,3,0.6293133955359712
78,ks_rehab,KS Rehab,focal,2017,dry,4,4,0,3,2,,2,,2,
79,ks_rehab,KS Rehab,focal,2017,wet,3,3,0,2,1,,1,,1,
80,ks_rehab,KS Rehab,focal,2018,dry,4,4,0,3,2,,2,,2,
81,ks_rehab,KS Rehab,focal,2018,wet,3,3,0,2,2,2.188177577208894e-05,2,6.32939381459269e-05,2,0.6960908552812775
82,ks_rehab,KS Rehab,focal,2019,dry,4,4,0,3,3,1.576718053449673e-05,3,4.877121181883773e-05,3,0.5174386958263875
83,ks_rehab,KS Rehab,focal,2019,wet,3,3,0,2,2,1.6326334189047907e-05,2,5.03546525818451e-05,2,0.5706618427637298
84,ks_rehab,KS Rehab,focal,2020,dry,4,4,0,3,4,7.755767969988976e-06,4,2.7076661355756743e-05,4,0.26952867277938325
85,ks_rehab,KS Rehab,focal,2020,wet,3,3,0,2,2,1.6282038079715397e-05,2,4.8158020240522564e-05,2,0.5193350050413862
86,ks_rehab,KS Rehab,focal,2021,dry,4,4,0,3,4,1.4867409540324964e-05,4,4.714204974869567e-05,4,0.48677462604486926
87,ks_rehab,KS Rehab,focal,2021,wet,3,3,0,2,3,1.2926631585214161e-05,3,4.094473140670212e-05,3,0.4300627630374813
88,ks_rehab,KS Rehab,focal,2022,dry,4,4,0,3,4,1.8983148603296292e-05,4,5.786552837092742e-05,4,0.5462922710787816
89,ks_rehab,KS Rehab,focal,2022,wet,3,3,0,2,3,1.3629031383250117e-05,3,4.422289862994127e-05,3,0.43349395699000864
90,ks_rehab,KS Rehab,focal,2023,dry,4,4,0,3,2,,2,,2,
91,ks_rehab,KS Rehab,focal,2023,wet,3,3,0,2,3,1.1526855529887886e-05,3,3.8393823435621836e-05,3,0.377473236432529
92,ks_rehab,KS Rehab,focal,2024,dry,4,4,0,3,3,1.5149025086941646e-05,3,4.883748714809075e-05,3,0.507237041546658
93,ks_rehab,KS Rehab,focal,2024,wet,3,3,0,2,3,1.501519702799793e-05,3,4.7442482382832576e-05,3,0.48200736911844033
94,ks_rehab,KS Rehab,focal,2025,dry,4,4,0,3,2,,2,,2,
95,ks_rehab,KS Rehab,focal,2025,wet,3,3,0,2,3,1.6589333045143018e-05,3,5.1516670576474814e-05,3,0.5251593063660525
96,buda,Buda,reference,2014,dry,4,3,1,3,0,,0,,0,
97,buda,Buda,reference,2014,wet,3,3,0,2,2,2.5936496801796184e-05,2,7.426797013510272e-05,2,0.7059539410849796
98,buda,Buda,reference,2015,dry,4,3,1,3,0,,0,,0,
99,buda,Buda,reference,2015,wet,3,1,2,2,1,,1,,1,
100,buda,Buda,reference,2016,dry,4,4,0,3,4,2.8348695372727383e-05,4,7.606534275878836e-05,4,0.8591576171424139
101,buda,Buda,reference,2016,wet,3,3,0,2,3,3.296728012150431e-05,3,8.888348678888436e-05,3,0.847964606454419
102,buda,Buda,reference,2017,dry,4,4,0,3,2,,2,,2,
103,buda,Buda,reference,2017,wet,3,3,0,2,1,,1,,1,
104,buda,Buda,reference,2018,dry,4,4,0,3,3,2.416385943842688e-05,3,6.55326448005449e-05,3,0.8284644161201489
105,buda,Buda,reference,2018,wet,3,3,0,2,2,2.7992527940274118e-05,2,7.481905731238543e-05,2,0.8657386939328895
106,buda,Buda,reference,2019,dry,4,4,0,3,3,3.0037730522507938e-05,3,7.998043373644374e-05,3,0.8762924837268574
107,buda,Buda,reference,2019,wet,3,3,0,2,2,2.779431250413757e-05,2,7.469639200226693e-05,2,0.855105045931156
108,buda,Buda,reference,2020,dry,4,4,0,3,3,3.071004996684436e-05,3,8.18496449761352e-05,3,0.8718388511972209
109,buda,Buda,reference,2020,wet,3,3,0,2,2,3.03634286800462e-05,2,8.044931480138913e-05,2,0.8847727144527082
110,buda,Buda,reference,2021,dry,4,4,0,3,3,2.8270819679378072e-05,3,7.57353760366074e-05,3,0.8623313723053695
111,buda,Buda,reference,2021,wet,3,3,0,2,3,2.9222140790111e-05,3,7.828423612663104e-05,3,0.8609262584060299
112,buda,Buda,reference,2022,dry,4,4,0,3,4,3.177041866939238e-05,4,8.45679946320419e-05,4,0.8751015754814826
113,buda,Buda,reference,2022,wet,3,3,0,2,3,2.8184606532374696e-05,3,7.682999778604181e-05,3,0.823643249572783
114,buda,Buda,reference,2023,dry,4,4,0,3,2,,2,,2,
115,buda,Buda,reference,2023,wet,3,3,0,2,3,3.1065129787088555e-05,3,8.246908560864321e-05,3,0.8793707019568459
116,buda,Buda,reference,2024,dry,4,4,0,3,3,3.148198639329297e-05,3,8.385701540529407e-05,3,0.87406890859942
117,buda,Buda,reference,2024,wet,3,3,0,2,3,3.1076413781614473e-05,3,8.272168763746086e-05,3,0.8765462467350195
118,buda,Buda,reference,2025,dry,4,4,0,3,2,,2,,2,
119,buda,Buda,reference,2025,wet,3,3,0,2,3,3.151885498349126e-05,3,8.359945514829005e-05,3,0.8819500946330271
120,gogoni,Gogoni,reference,2014,dry,4,3,1,3,0,,0,,0,
121,gogoni,Gogoni,reference,2014,wet,3,3,0,2,2,2.4478842314221266e-05,2,6.97276109902005e-05,2,0.7210729498259094
122,gogoni,Gogoni,reference,2015,dry,4,3,1,3,1,,1,,1,
123,gogoni,Gogoni,reference,2015,wet,3,1,2,2,1,,1,,1,
124,gogoni,Gogoni,reference,2016,dry,4,4,0,3,4,2.373310863150371e-05,4,6.75671946583113e-05,4,0.7343927553223947
125,gogoni,Gogoni,reference,2016,wet,3,3,0,2,3,2.271390658279958e-05,3,6.504028241680678e-05,3,0.6956430446439107
126,gogoni,Gogoni,reference,2017,dry,4,4,0,3,3,2.167685448865122e-05,3,6.354997885052563e-05,3,0.6777750540194374
127,gogoni,Gogoni,reference,2017,wet,3,3,0,2,2,1.881985613149096e-05,2,5.557420761485277e-05,2,0.6301852802685277
128,gogoni,Gogoni,reference,2018,dry,4,4,0,3,3,2.350975798506227e-05,3,6.66422020530801e-05,3,0.7453056226074167
129,gogoni,Gogoni,reference,2018,wet,3,3,0,2,2,2.3527079410203897e-05,2,6.614615638962067e-05,2,0.7366724144424457
130,gogoni,Gogoni,reference,2019,dry,4,4,0,3,3,2.4655267334607048e-05,3,6.971392425814188e-05,3,0.7490513191104508
131,gogoni,Gogoni,reference,2019,wet,3,3,0,2,2,2.3167563025752617e-05,2,6.565176567602932e-05,2,0.7163496791385817
132,gogoni,Gogoni,reference,2020,dry,4,4,0,3,4,2.3936195014562027e-05,4,6.748157010798693e-05,4,0.743141437921213
133,gogoni,Gogoni,reference,2020,wet,3,3,0,2,2,2.8304162871838336e-05,2,7.757065434267383e-05,2,0.8071361389160083
134,gogoni,Gogoni,reference,2021,dry,4,4,0,3,4,2.307260892103527e-05,4,6.572346842452278e-05,4,0.7308416556403793
135,gogoni,Gogoni,reference,2021,wet,3,3,0,2,3,2.4980033935178216e-05,3,7.024635142973195e-05,3,0.7428946100892077
136,gogoni,Gogoni,reference,2022,dry,4,4,0,3,4,2.546808790828006e-05,4,7.201037395655414e-05,4,0.7447695013754208
137,gogoni,Gogoni,reference,2022,wet,3,3,0,2,3,2.2637732298311248e-05,3,6.508537996057436e-05,3,0.687868633384734
138,gogoni,Gogoni,reference,2023,dry,4,4,0,3,3,2.4234049158053088e-05,3,6.930985735974347e-05,3,0.7274081159102632
139,gogoni,Gogoni,reference,2023,wet,3,3,0,2,3,2.5599107803124846e-05,3,7.168562768682629e-05,3,0.7411866258333974
140,gogoni,Gogoni,reference,2024,dry,4,4,0,3,3,2.476045952963914e-05,3,6.963321076079803e-05,3,0.7529188587018174
141,gogoni,Gogoni,reference,2024,wet,3,3,0,2,3,2.753332499905087e-05,3,7.629842534845994e-05,3,0.7822028595831565
142,gogoni,Gogoni,reference,2025,dry,4,4,0,3,3,2.2396650129519464e-05,3,6.518448853569956e-05,3,0.6973332058391505
143,gogoni,Gogoni,reference,2025,wet,3,3,0,2,3,2.5981634590994605e-05,3,7.265656442974166e-05,3,0.7553862824435064
144,shimba_hills,Shimba Hills,reference,2014,dry,4,3,1,3,0,,0,,0,
145,shimba_hills,Shimba Hills,reference,2014,wet,3,3,0,2,2,2.8622515846086686e-05,2,7.874348760210817e-05,2,0.8033629106516903
146,shimba_hills,Shimba Hills,reference,2015,dry,4,3,1,3,1,,1,,1,
147,shimba_hills,Shimba Hills,reference,2015,wet,3,1,2,2,1,,1,,1,
148,shimba_hills,Shimba Hills,reference,2016,dry,4,4,0,3,4,2.4897618943102746e-05,4,6.914217042449161e-05,4,0.7808272261034205
149,shimba_hills,Shimba Hills,reference,2016,wet,3,3,0,2,3,2.697844876948994e-05,3,7.375529644339289e-05,3,0.7946498551916398
150,shimba_hills,Shimba Hills,reference,2017,dry,4,4,0,3,2,,2,,2,
151,shimba_hills,Shimba Hills,reference,2017,wet,3,3,0,2,2,2.0918542756257854e-05,2,5.989960475674712e-05,2,0.713921611939135
152,shimba_hills,Shimba Hills,reference,2018,dry,4,4,0,3,3,2.7609019383537123e-05,3,7.505625669307135e-05,3,0.8304427569000047
153,shimba_hills,Shimba Hills,reference,2018,wet,3,3,0,2,2,2.6906590802802754e-05,2,7.336041071157295e-05,2,0.8129999938097594
154,shimba_hills,Shimba Hills,reference,2019,dry,4,4,0,3,3,2.983022006821343e-05,3,8.0441854284839e-05,3,0.8466220524176039
155,shimba_hills,Shimba Hills,reference,2019,wet,3,3,0,2,2,2.5054505088173713e-05,2,6.932543989138516e-05,2,0.7762011865670844
156,shimba_hills,Shimba Hills,reference,2020,dry,4,4,0,3,4,2.673180673893813e-05,4,7.33687936123504e-05,4,0.8001422188885623
157,shimba_hills,Shimba Hills,reference,2020,wet,3,3,0,2,3,3.119172953969441e-05,3,8.352707069578741e-05,3,0.856418319990346
158,shimba_hills,Shimba Hills,reference,2021,dry,4,4,0,3,4,2.35306441580088e-05,4,6.575790271326043e-05,4,0.7521480341625433
159,shimba_hills,Shimba Hills,reference,2021,wet,3,3,0,2,3,2.5394183723168038e-05,3,7.026498343630908e-05,3,0.7746611855130721
160,shimba_hills,Shimba Hills,reference,2022,dry,4,4,0,3,4,2.7805533675740748e-05,4,7.565131587939133e-05,4,0.8269404467507839
161,shimba_hills,Shimba Hills,reference,2022,wet,3,3,0,2,3,2.2963402371780006e-05,3,6.508591320826712e-05,3,0.7263413679482915
162,shimba_hills,Shimba Hills,reference,2023,dry,4,4,0,3,3,2.945654446323642e-05,3,8.119714001308534e-05,3,0.7876968341746435
163,shimba_hills,Shimba Hills,reference,2023,wet,3,3,0,2,3,2.6342766629468894e-05,3,7.241545068842213e-05,3,0.7849294902372725
164,shimba_hills,Shimba Hills,reference,2024,dry,4,4,0,3,4,2.4367576475806343e-05,4,6.855565728708484e-05,4,0.742271767344641
165,shimba_hills,Shimba Hills,reference,2024,wet,3,3,0,2,3,2.9822273914395807e-05,3,8.035842573956757e-05,3,0.8456782239648074
166,shimba_hills,Shimba Hills,reference,2025,dry,4,4,0,3,4,2.3690074219534207e-05,4,6.823592441230685e-05,4,0.7057916869124259
167,shimba_hills,Shimba Hills,reference,2025,wet,3,3,0,2,3,2.8317315478629836e-05,3,7.676204527101337e-05,3,0.8287367207485463
